Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,15.7566742265025,19.109744456525,21.3621775824943,18.2573690618251,21.6376518062978,31.6174833327155,38.5021849730803,45.9450224345063,52.0218244837701,61.1291762890845,65.7721507224379,71.088896221189,79.3706830693219,91.6426226479677,103.919821084843,119.04745168474,136.943912353571,161.857819466871,177.216132815003,193.489109496974,211.868023354268,238.800340225204,262.016541603514,295.028462765544,328.381246463491,327.718076202232,352.990951384075,385.757304066739,406.379299219971,412.266143023033,423.529445727708,468.804366956429,495.146210524008,510.514726291591,540.376924912367,564.15041719758,588.124475169337,630.298386000833,674.82073844874,728.183348836523,769.496766763274,808.418972064685,910,956,1021,1064,1084,..,..,..,..
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,16273253012.0482,25802409638.5542,30463855421.6867,37269156626.506,45808915662.6506,51455719075.8254,51400186342.8889,72482337397.4439,85518233419.0479,90158449294.9921,81052283383.7155,84853700027.651,85289488375.4435,79954072544.5279,75929617557.7521,84300174485.7973,94451427876.6628,106140727333.636,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634990.598,539580085616.492,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319076267310.16,1371171152331.16
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.10397553521128,7.23424381726076,5.60747663551402,7.07964601769913,8.26446280991735,6.87022900763358,7.14285714285714,10,7.87878787878789,2.24719101123596,4.39560439560441,6.84210526315789,2.46305418719213,5.76923076923077,5,5.62770562770562,7.78688524590163,7.22433460076046,6.77581743971632,6.49750651873819,6.49640811847792,7.53997109564237,8.22000739947582,7.81818707715229,4.6998788540334,-13.126725493152,0.791126082561647,4.92006774777576,3.64346644786215,4.49947538889633,4.78036912376109,5.03087394494024,5.69257130261316,5.50095178537065,6.34502222761846,6.01370359922831,4.62887118346032,6.2238541798264,6.16978420771008,6.03005065305615,5.5572636889101,5.006668425755,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01928768046282,-2.06551182934165,3.70288562827751,5.30741934775764,5.04810577067288
Indonesia,IDN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,36.8784795093462,47.8605765830296,11.7969444729108,14.2504114254523,13.5310151921066,11.9567251224686,31.4093613529119,29.0047047883016,10.2001022432673,7.94971663537379,18.3824672375424,10.5597225268741,6.19041993354497,2.35606885998352,15.921980396328,7.78479726940087,9.14952758156124,9.11205705320339,8.90574357851041,7.288856255916,19.1525782575141,7.77657280254944,9.88204513048363,8.67650975491905,12.5713762955503,75.2711687750257,14.1611959851412,20.4474568512747,14.2957154355698,5.89605169517237,5.48742913580284,8.55072703194281,14.3317870855917,14.0874244166119,11.2585785299071,18.1497512500449,8.27475243197149,15.2642936576363,7.46594303367513,3.75387875323653,4.96599029131677,5.44317454935612,3.98024266013961,2.43892408688207,4.29267812199525,3.81832356943335,1.59848849984144,-0.401651435218994,6.00397322136207,9.56668684525337,1.5330736733459
Indonesia,IDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,24.1049192918087,23.456098917004,23.767641320597,24.2534416295532,23.3269453094893,24.1215919518553,23.4255287714725,21.5487236013603,19.661807287925,19.5214104727292,17.8798444276384,17.286262325045,17.1383462031211,16.6723873758844,16.0921102228181,18.0828529531935,19.612676402133,15.6787044387708,15.9949177621389,16.3196689664379,15.1853482186248,14.3357802955642,13.1266186400506,12.9738027192484,13.7166831034562,14.4817402608232,15.290148146056,13.929212707137,13.5122870743946,13.3739742350727,13.3566991621949,13.3367549992146,13.4926435578886,13.4787485470271,13.1566308462661,12.8084975586902,12.7126026577522,13.6984142796138,13.2801691376596,12.3998843807634,12.5293069217922
Indonesia,IDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,41.9483131065326,40.3901450580554,36.7098673153098,33.7882060618708,36.2542892829417,36.2073483795058,37.1076420270515,39.3849400707168,41.2047736163784,39.9799603285306,39.6804980838497,40.6420443530252,41.8008374217654,43.4557840501119,44.3289567972257,45.2277705496239,43.3600616732301,41.9690746432197,47.8935007853871,47.7453311592597,43.7495660917608,44.6276159754602,46.5410588710711,46.9435587410796,46.7991415207073,48.0607447691736,47.6521225808009,42.7758663362749,43.9134234267133,43.5937444233376,42.6356774375889,41.9283421270033,40.0478624042506,39.3084439802081,39.3791548040237,39.7297374523848,38.9517679950779,38.2383937187942,39.8448191919686,41.4300472451885,40.2156294645022
Indonesia,IDN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.0536026297865,28.9979454613373,22.547755586316,22.1740901420471,23.4909813946883,21.8671414754243,30.0658227531897,30.4741702735352,27.6304440372406,22.379034286615,27.7454082629556,27.3149786111737,23.7776707966994,20.4956024570461,24.5768000967818,25.041659395038,26.0875546625977,27.3057589781449,28.3512610672578,30.3074635078275,26.7548134217247,26.5114278515733,26.3121650131426,25.8245519820943,27.8592432831317,52.968134566078,35.5141290838601,40.9773084738704,39.0321390955111,32.6876208878375,30.4776547809661,32.2166946182599,34.0672676279992,31.0347163143166,29.4357184851264,29.8082841674702,24.1591196684448,24.2990309366233,26.3273530892169,24.5943787881769,23.9235763797156,23.665984596562,21.1601792601373,19.0889938535584,20.1773044351849,21.0027464970783,18.5915277973681,17.3311682847479,21.4165556390653,24.5037442007268,21.7465817671945
Indonesia,IDN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.4805579411852,21.4204333208816,21.9735020763298,20.8324982058228,20.0792185453455,20.8476215598347,23.5897131651751,22.1798762039093,25.5468562015289,26.2971931460309,28.8138284014676,22.795641366128,20.9407015143453,20.5139357107403,22.3974477815104,22.2129020272362,22.9943290265198,25.5861024595444,26.4883038133183,27.1199706023253,23.768572466506,25.3656731979016,27.6464250504,26.4401916750537,28.134615525546,43.2180577941907,27.4297837763323,30.4595674435027,30.7610684301127,26.3918408785348,23.1388389663355,27.5446002184312,29.9206682408643,25.6224105005701,25.3935314930811,28.7531154639902,21.3530016999156,22.4022429387332,23.8526600956162,24.9885195110858,24.7137962959665,24.4141909888443,20.7774609813453,18.332347948917,19.1781926356863,22.0715624577963,19.0362497389257,15.6410071156049,18.7882026359018,20.9621544809476,19.5690849947929
Indonesia,IDN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.8872864038855,16.7818453492716,20.3417045679256,20.7212915489406,20.127612344627,20.5341598522817,20.9343208827993,20.8715015942102,21.3844929387158,22.5834526752146,29.4017715637958,24.8846749403824,25.3469459717401,27.6465173156606,27.2467189939824,29.0980220231829,30.6830325980787,32.7076900896332,31.8694254830288,30.1758273386831,28.2806731118536,29.5706877484337,30.4298110883689,31.6023606375148,30.3076757881764,27.4295066667294,22.1387593118175,22.2456969315568,22.539266316067,21.4040702075173,25.5984983869787,24.0563663747717,25.0814099389568,25.4002172943668,24.9202838487256,27.8162445806621,30.9851924137632,32.8801214533558,32.9843332593607,35.0715936114104,33.831356787994,34.6003439149812,34.0627921805277,33.8587393039607,33.7105947959288,34.5705858321277,33.7801423774905,32.3434120538019,31.4488724858483,29.7458756572376,30.5197743952542
Indonesia,IDN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7878439983018,15.1082541023578,14.4568585070123,15.3955398848223,15.4684373169948,15.0049455622559,14.6165291085025,12.9666993353049,12.4738232736136,12.1766475709039,12.9932846600446,12.3485384635857,10.5369920710225,11.8154429588243,13.4238842417735,..
Indonesia,IDN,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.9,53.9,49.3,26.3,24.5,21,12.6,..,..,..,..
Indonesia,IDN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.9663867885467,34.1824385106985,36.550140252786,40.7680328726521,43.4292637347276,43.4238447014359,46.7740662515085,47.9556737688496,46.9639357186983,47.2318282755401,47.12942183178,53.6943526286924,54.3146304560427,51.1302463310351,50.3700834355854
Indonesia,IDN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3106178269922,11.057786518801,10.5374850612964,11.1581278507445,11.3805899447921,11.2853014633987,10.8355237532905,10.7534877772096,10.3363487033276,9.8772930803788,10.230143021132,9.75196180827865,8.31010524192246,9.09400997883352,10.3801295635209,..
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,2.70592080687337,3.49218904488827,3.42186762528529,3.20608920239654,3.16319352853249,3.02025891948266,2.91721769056258,2.88462200140382,2.90192826971126,2.39812942040375,2.28542025922011,2.17059935369795,2.00976539562951,1.72218767006142,1.53084105893772,1.38913634136564,1.41049291967411,1.32406418395881,1.35687600701146,1.22355780893698,1.26615561718382,1.22630986064236,1.26439252827808,1.49774173762735,1.01911684387405,0.810812654015076,0.684483763500435,0.572792652704213,0.700120208801041,0.909285036773652,0.945714621727218,0.750789394004931,0.65870277762871,0.71236193115127,0.578945804493387,0.571133891996423,0.617587091951932,0.653776702606807,0.711549473406383,0.918769839183066,0.777855178232831,0.882266734481239,0.792220213496852,0.865191376221992,0.718928190476345,0.728563743551525,0.886584044874933,0.74178636312329,0.702587599419717,..
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,0,0,0,0,0,0,0,0,0,0.001078038,0.001223825,0.002678921,0.003666018,0.005127077,0.007224398,0.009934131,0.013232541,0.018851452,0.027870427,0.040026977,0.106310098,0.279339729,0.447726102,0.512769723,1.052607358,1.714058712,3.003488464,5.31540109,8.290855733,13.42692564,20.5021492,27.52533357,39.76307645,59.08224127,67.92102195,86.58861927,101.095073,112.6850884,123.6702315,127.0667453,130.8216306,147.24962,164.5351584,119.6084851,126.5946679,130.8110952,133.6505363,114.9005566,..
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3118145549136,10.8171407679199,10.871757163658,9.67606262852233,9.32850761968047,8.88987824359938,7.99860974921307,8.44632702628773,8.21299200751234,8.09206094724751,8.4247469855579,7.20354863986269,8.30425738394313,..
Indonesia,IDN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,36.5016140018361,43.6703399327605,38.9707731856832,38.1548746662184,37.2918672116229,35.6286926492746,44.3441972135055,45.1737639481183,41.5490341409295,43.4257690833806,46.2713676090402,42.1714079507896,33.8283187641996,33.5104881431505,39.5445163109931,38.806562619288,40.8718013775399,44.7632131355705,47.1703467479475,47.839140171884,41.2330615573065,40.7242506077002,42.5697008750004,40.7895196294182,49.8736961438646,89.7370300752234,60.4022741679515,66.0509826158417,59.1441603035129,49.8342509610593,45.2795861442161,48.9197666244248,56.9216028179663,50.5188961009677,48.8444758263777,52.3577043073881,39.5552033311506,38.8616435497468,42.6591466662609,41.5879194268413,40.4571216414938,39.7918868988307,34.0430457181503,30.0622174988969,32.0726652469865,35.3873235837501,30.2885389121745,28.7924654801673,36.0465660932167,40.1361174573777,35.0607580375856
Indonesia,IDN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.8506734466,90.7017129033,92.3477590182,97.7510676672,100.8474506686,108.1006995721,103.2237538262,109.4771458224,115.5564844328,111.1500939373,104.9037864447,102.5021917341,100,101.5418974119,101.2075616206,100.560878646,100.9991068291,98.4808645208,100.7706058671,..,..
Indonesia,IDN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,7270793342,9100920877.2,11497812015.2,14010058797.7,16470538470.3,18045712413.7,18623748316.7,20937697366.2,22761139319.3,25133280486.7,30229383588.6,32025253802.3,36714642568.2,42914295378.8,52526347016.8,54053879424.8,59380152209.8,69848505848.5,79528197362.6,87987351692.3,89157126589.4,107819781286.8,124399503875.8,129003514948,136339703441,151484839252.8,151806502424.2,144048996549.8,132710089751.5,128444200507.9,134372632167.3,138041813871.8,142131795440.2,135970010956.9,147827337604.3,157916194612.4,179404705351,198278352695.5,219629383247.4,252623033564.3,263643864629.2,292565412570.1,307849578357.8,319052612588.1,353688908559.2,379851596756.2,402379692152.7,417182846729.3,411272201148.2,396234543876.6,..
Indonesia,IDN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,14.0369876931425,18.126134991539,18.8324675732407,21.8764801620621,28.9125898694076,37.4638759842224,37.1778607120858,40.4395147735143,38.6939788532525,33.4827867660921,34.3825774830707,32.7716289040916,33.8673571774775,30.9650365553095,30.2762909116893,37.1487447452455,30.3244633652871,32.2629670753891,30.6244871891069,22.8476631214946,23.958042591644,25.2253301319902,26.3237468339438,25.4674040097477,20.9062174090396,25.7491901355248,19.0571191134951,14.4835917292557,19.5668761715308,18.7275439567904,14.4139991400971,17.4300331593941,19.9652408135031,29.917390542463,34.6071560879119,37.4796669814765,29.4361720648722,25.1358200297316,39.4859892619538,36.8203160991455,28.8641620954709,21.7576135268285,..
Indonesia,IDN,Net migration,SM.POP.NETM,64990,61188,56388,48001,45610,45920,43900,42246,44710,46789,47375,43693,37447,30990,26709,25379,19910,11542,3096,-2608,-3474,-2576,-1651,-1856,-4332,-11356,-28804,-42697,-64261,-83985,-97733,-102669,-102380,-101108,-103121,-108492,-98211,-77010,-54051,-38499,-36670,-37324,-37991,-38653,-39282,-39878,-40567,-24999,-14992,-49997,-49997
Indonesia,IDN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,..,..,10000000,53000000,61000000,71000000,86000000,99000000,167000000,166000000,130000000,229000000,346000000,449000000,651000000,796000000,725000000,958170000,1109000000,1190200000,1046000000,1258917563.06377,1488709351.10255,1866314989.57746,5419620728.75305,5722357516.70261,6174340000,6794200933.37553,6792907280.44703,6916051073.08896,6923970511.39839,7212196577.5592,7614419340.02844,8551164468.84294,9659168638.94442,8906655810.83855,8989529970.52679,11215344812.1521,11666395059.1407,9650926141.69335,9402427088.85485,13089296495.3608,14466835209.7539
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,581000000,182120000,1292059999.9,747590000,235000000,417709999.9,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963.49087,-4550355285.71428,-2977391857.14286,145085548.722222,-596923827.786241,1896082770,8336257207.64285,4914201435.40071,6928480000,9318453649.82664,4877369178.43651,15292009410.5099,20564938226.7185,21200778607.8727,23281742361.5305,25120732059.5134,19779127976.9576,4541713739.23769,20510310832.4469,18909826043.5105,24993551748.0098,19175077747.8077,21213080329.8583,24702029705.0926,22085914486.0992
Indonesia,IDN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,597309997.558594,649929992.675781,668969970.703125,643380004.882813,499950012.207031,625929992.675781,716440002.441406,936909973.144531,964440002.441406,894750000,734669982.910156,663469970.703125,590859985.351563,700179992.675781,1207170043.94531,1560770019.53125,1768359985.35156,1592550048.82813,1791609985.35156,1919430053.71094,1876089965.82031,1505199951.17188,1251750000,1057969970.70313,797580017.089844,1265689941.40625,2132459960.9375,1645430053.71094,1458180053.71094,1296010009.76563,1738630004.88281,97559997.5585938,2489000000,1229969970.70313,581640014.648438,731489990.234375,685719970.703125,1323760009.76563,358109985.351563,69010002.1362305,69470001.2207031,-381940002.441406,-28459999.0844727,-108279998.779297,280190002.441406,962690002.441406,-693369995.117188,1210020019.53125,625900024.414063,662700012.207031,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 11/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
